tc0001§0000.txt	tc0001§0001.txt
tc0225§0004.txt	tc0225§0005.txt
tc0225§0005.txt	tc0225§0006.txt
tc0225§0006.txt	tc0225§0007.txt
tc0225§0007.txt	tc0225§0008.txt
tc0225§0008.txt	tc0225§0009.txt
tc0225§0009.txt	tc0225§0010.txt
tc0225§0010.txt	tc0225§0011.txt
tc0225§0011.txt	tc0225§0012.txt
tc0225§0012.txt	tc0225§0013.txt
tc0225§0013.txt	tc0225§0014.txt
tc0225§0014.txt	tc0225§0015.txt
tc0225§0015.txt	tc0225§0016.txt
tc0225§0016.txt	tc0225§0017.txt
tc0226§0000.txt	tc0226§0001.txt
tc0226§0001.txt	tc0226§0002.txt
tc0226§0002.txt	tc0226§0003.txt
tc0226§0003.txt	tc0226§0004.txt
tc0226§0004.txt	tc0226§0005.txt
tc0226§0005.txt	tc0226§0006.txt
tc0226§0006.txt	tc0226§0007.txt
tc0226§0007.txt	tc0226§0008.txt
tc0226§0008.txt	tc0226§0009.txt
tc0226§0009.txt	tc0226§0010.txt
tc0226§0010.txt	tc0226§0011.txt
tc0226§0011.txt	tc0226§0012.txt
tc0226§0012.txt	tc0226§0013.txt
tc0226§0013.txt	tc0226§0014.txt
tc0226§0014.txt	tc0226§0015.txt
tc0226§0015.txt	tc0226§0016.txt
tc0227§0000.txt	tc0227§0001.txt
tc0227§0001.txt	tc0227§0002.txt
tc0227§0002.txt	tc0227§0003.txt
tc0227§0003.txt	tc0227§0004.txt
tc0227§0004.txt	tc0227§0005.txt
tc0227§0005.txt	tc0227§0006.txt
tc0227§0006.txt	tc0227§0007.txt
tc0227§0007.txt	tc0227§0008.txt
tc0227§0008.txt	tc0227§0009.txt
tc0227§0009.txt	tc0227§0010.txt
tc0227§0010.txt	tc0227§0011.txt
tc0227§0011.txt	tc0227§0012.txt
tc0227§0012.txt	tc0227§0013.txt
tc0227§0013.txt	tc0227§0014.txt
tc0227§0014.txt	tc0227§0015.txt
tc0227§0015.txt	tc0227§0016.txt
tc0227§0016.txt	tc0227§0017.txt
tc0228§0000.txt	tc0228§0001.txt
tc0228§0001.txt	tc0228§0002.txt
tc0228§0002.txt	tc0228§0003.txt
tc0228§0003.txt	tc0228§0004.txt
tc0228§0004.txt	tc0228§0005.txt
tc0228§0005.txt	tc0228§0006.txt
tc0228§0006.txt	tc0228§0007.txt
tc0228§0007.txt	tc0228§0008.txt
tc0228§0008.txt	tc0228§0009.txt
tc0228§0009.txt	tc0228§0010.txt
tc0228§0010.txt	tc0228§0011.txt
tc0228§0011.txt	tc0228§0012.txt
tc0228§0012.txt	tc0228§0013.txt
tc0228§0013.txt	tc0228§0014.txt
tc0228§0014.txt	tc0228§0015.txt
tc0228§0015.txt	tc0228§0016.txt
tc0228§0016.txt	tc0228§0017.txt
tc0228§0017.txt	tc0228§0018.txt
tc0229§0000.txt	tc0229§0001.txt
tc0229§0001.txt	tc0229§0002.txt
tc0229§0002.txt	tc0229§0003.txt
tc0229§0003.txt	tc0229§0004.txt
tc0229§0004.txt	tc0229§0005.txt
tc0229§0005.txt	tc0229§0006.txt
tc0229§0006.txt	tc0229§0007.txt
tc0229§0007.txt	tc0229§0008.txt
tc0229§0008.txt	tc0229§0009.txt
tc0229§0009.txt	tc0229§0010.txt
tc0229§0010.txt	tc0229§0011.txt
tc0229§0011.txt	tc0229§0012.txt
tc0229§0012.txt	tc0229§0013.txt
tc0229§0013.txt	tc0229§0014.txt
tc0229§0014.txt	tc0229§0015.txt
tc0229§0015.txt	tc0229§0016.txt
tc0229§0016.txt	tc0229§0017.txt
tc0231§0000.txt	tc0231§0001.txt
tc0231§0001.txt	tc0231§0002.txt
tc0231§0002.txt	tc0231§0003.txt
tc0231§0003.txt	tc0231§0004.txt
tc0231§0004.txt	tc0231§0005.txt
tc0231§0005.txt	tc0231§0006.txt
tc0231§0006.txt	tc0231§0007.txt
tc0231§0007.txt	tc0231§0008.txt
tc0231§0008.txt	tc0231§0009.txt
tc0231§0009.txt	tc0231§0010.txt
tc0231§0010.txt	tc0231§0011.txt
tc0231§0011.txt	tc0231§0012.txt
tc0231§0012.txt	tc0231§0013.txt
tc0231§0013.txt	tc0231§0014.txt
tc0231§0014.txt	tc0231§0015.txt
tc0231§0015.txt	tc0231§0016.txt
tc0232§0000.txt	tc0232§0001.txt
tc0232§0001.txt	tc0232§0002.txt
tc0232§0002.txt	tc0232§0003.txt
tc0232§0003.txt	tc0232§0004.txt
tc0232§0004.txt	tc0232§0005.txt
tc0232§0005.txt	tc0232§0006.txt
tc0232§0006.txt	tc0232§0007.txt
tc0232§0007.txt	tc0232§0008.txt
tc0232§0008.txt	tc0232§0009.txt
tc0232§0009.txt	tc0232§0010.txt
tc0232§0010.txt	tc0232§0011.txt
tc0232§0011.txt	tc0232§0012.txt
tc0232§0012.txt	tc0232§0013.txt
tc0232§0013.txt	tc0232§0014.txt
tc0232§0014.txt	tc0232§0015.txt
tc0233§0000.txt	tc0233§0001.txt
tc0233§0001.txt	tc0233§0002.txt
tc0233§0002.txt	tc0233§0003.txt
tc0233§0003.txt	tc0233§0004.txt
tc0233§0004.txt	tc0233§0005.txt
tc0233§0005.txt	tc0233§0006.txt
tc0233§0006.txt	tc0233§0007.txt
tc0233§0007.txt	tc0233§0008.txt
tc0233§0008.txt	tc0233§0009.txt
tc0233§0009.txt	tc0233§0010.txt
tc0233§0010.txt	tc0233§0011.txt
tc0233§0011.txt	tc0233§0012.txt
tc0233§0012.txt	tc0233§0013.txt
tc0233§0013.txt	tc0233§0014.txt
tc0233§0014.txt	tc0233§0015.txt
tc0233§0015.txt	tc0233§0016.txt
tc0234§0000.txt	tc0234§0001.txt
tc0234§0001.txt	tc0234§0002.txt
tc0234§0002.txt	tc0234§0003.txt
tc0234§0003.txt	tc0234§0004.txt
tc0234§0004.txt	tc0234§0005.txt
tc0234§0005.txt	tc0234§0006.txt
tc0234§0006.txt	tc0234§0007.txt
tc0234§0007.txt	tc0234§0008.txt
tc0234§0008.txt	tc0234§0009.txt
tc0234§0009.txt	tc0234§0010.txt
tc0234§0010.txt	tc0234§0011.txt
tc0234§0011.txt	tc0234§0012.txt
tc0234§0012.txt	tc0234§0013.txt
tc0234§0013.txt	tc0234§0014.txt
tc0234§0014.txt	tc0234§0015.txt
tc0234§0015.txt	tc0234§0016.txt
tc0234§0016.txt	tc0234§0017.txt
tc0235§0000.txt	tc0235§0001.txt
tc0235§0001.txt	tc0235§0002.txt
tc0235§0002.txt	tc0235§0003.txt
tc0235§0003.txt	tc0235§0004.txt
tc0235§0004.txt	tc0235§0005.txt
tc0235§0005.txt	tc0235§0006.txt
tc0235§0006.txt	tc0235§0007.txt
tc0235§0007.txt	tc0235§0008.txt
tc0235§0008.txt	tc0235§0009.txt
tc0235§0009.txt	tc0235§0010.txt
tc0235§0010.txt	tc0235§0011.txt
tc0235§0011.txt	tc0235§0012.txt
tc0235§0012.txt	tc0235§0013.txt
tc0235§0013.txt	tc0235§0014.txt
tc0235§0014.txt	tc0235§0015.txt
tc0235§0015.txt	tc0235§0016.txt
tc0235§0016.txt	tc0235§0017.txt
tc0236§0000.txt	tc0236§0001.txt
tc0236§0001.txt	tc0236§0002.txt
tc0236§0002.txt	tc0236§0003.txt
tc0236§0003.txt	tc0236§0004.txt
tc0236§0004.txt	tc0236§0005.txt
tc0236§0005.txt	tc0236§0006.txt
tc0236§0006.txt	tc0236§0007.txt
tc0236§0007.txt	tc0236§0008.txt
tc0236§0008.txt	tc0236§0009.txt
tc0236§0009.txt	tc0236§0010.txt
tc0236§0010.txt	tc0236§0011.txt
tc0236§0011.txt	tc0236§0012.txt
tc0236§0012.txt	tc0236§0013.txt
tc0236§0013.txt	tc0236§0014.txt
tc0236§0014.txt	tc0236§0015.txt
tc0236§0015.txt	tc0236§0016.txt
tc0236§0016.txt	tc0236§0017.txt
tc0237§0000.txt	tc0237§0001.txt
tc0237§0001.txt	tc0237§0002.txt
tc0237§0002.txt	tc0237§0003.txt
tc0237§0003.txt	tc0237§0004.txt
tc0237§0004.txt	tc0237§0005.txt
tc0237§0005.txt	tc0237§0006.txt
tc0237§0006.txt	tc0237§0007.txt
tc0237§0007.txt	tc0237§0008.txt
tc0237§0008.txt	tc0237§0009.txt
tc0237§0009.txt	tc0237§0010.txt
tc0237§0010.txt	tc0237§0011.txt
tc0237§0011.txt	tc0237§0012.txt
tc0237§0012.txt	tc0237§0013.txt
tc0237§0013.txt	tc0237§0014.txt
tc0237§0014.txt	tc0237§0015.txt
tc0238§0000.txt	tc0238§0001.txt
tc0238§0001.txt	tc0238§0002.txt
tc0238§0002.txt	tc0238§0003.txt
tc0238§0003.txt	tc0238§0004.txt
tc0238§0004.txt	tc0238§0005.txt
tc0238§0005.txt	tc0238§0006.txt
tc0238§0006.txt	tc0238§0007.txt
tc0238§0007.txt	tc0238§0008.txt
tc0238§0008.txt	tc0238§0009.txt
tc0238§0009.txt	tc0238§0010.txt
tc0238§0010.txt	tc0238§0011.txt
tc0238§0011.txt	tc0238§0012.txt
tc0238§0012.txt	tc0238§0013.txt
tc0238§0013.txt	tc0238§0014.txt
tc0238§0014.txt	tc0238§0015.txt
tc0238§0015.txt	tc0238§0016.txt
tc0242§0000.txt	tc0242§0001.txt
tc0242§0001.txt	tc0242§0002.txt
tc0242§0002.txt	tc0242§0003.txt
tc0242§0003.txt	tc0242§0004.txt
tc0242§0004.txt	tc0242§0005.txt
tc0242§0005.txt	tc0242§0006.txt
tc0242§0006.txt	tc0242§0007.txt
tc0242§0007.txt	tc0242§0008.txt
tc0242§0008.txt	tc0242§0009.txt
tc0242§0009.txt	tc0242§0010.txt
tc0242§0010.txt	tc0242§0011.txt
tc0242§0011.txt	tc0242§0012.txt
tc0242§0012.txt	tc0242§0013.txt
tc0243§0000.txt	tc0243§0001.txt
tc0243§0001.txt	tc0243§0002.txt
tc0243§0002.txt	tc0243§0003.txt
tc0243§0003.txt	tc0243§0004.txt
tc0243§0004.txt	tc0243§0005.txt
tc0243§0005.txt	tc0243§0006.txt
tc0243§0006.txt	tc0243§0007.txt
tc0243§0007.txt	tc0243§0008.txt
tc0243§0008.txt	tc0243§0009.txt
tc0243§0009.txt	tc0243§0010.txt
tc0243§0010.txt	tc0243§0011.txt
tc0243§0011.txt	tc0243§0012.txt
tc0243§0012.txt	tc0243§0013.txt
tc0243§0013.txt	tc0243§0014.txt
tc0243§0014.txt	tc0243§0015.txt
tc0243§0015.txt	tc0243§0016.txt
tc0244§0000.txt	tc0244§0001.txt
tc0244§0001.txt	tc0244§0002.txt
tc0244§0002.txt	tc0244§0003.txt
tc0244§0003.txt	tc0244§0004.txt
tc0244§0004.txt	tc0244§0005.txt
tc0244§0005.txt	tc0244§0006.txt
tc0244§0006.txt	tc0244§0007.txt
tc0244§0007.txt	tc0244§0008.txt
tc0244§0008.txt	tc0244§0009.txt
tc0244§0009.txt	tc0244§0010.txt
tc0244§0010.txt	tc0244§0011.txt
tc0244§0011.txt	tc0244§0012.txt
tc0244§0012.txt	tc0244§0013.txt
tc0244§0013.txt	tc0244§0014.txt
tc0244§0014.txt	tc0244§0015.txt
tc0245§0000.txt	tc0245§0001.txt
tc0245§0001.txt	tc0245§0002.txt
tc0245§0002.txt	tc0245§0003.txt
tc0245§0003.txt	tc0245§0004.txt
tc0245§0004.txt	tc0245§0005.txt
tc0245§0005.txt	tc0245§0006.txt
tc0245§0006.txt	tc0245§0007.txt
tc0245§0007.txt	tc0245§0008.txt
tc0245§0008.txt	tc0245§0009.txt
tc0245§0009.txt	tc0245§0010.txt
tc0245§0010.txt	tc0245§0011.txt
tc0245§0011.txt	tc0245§0012.txt
tc0245§0012.txt	tc0245§0013.txt
tc0245§0013.txt	tc0245§0014.txt
tc0246§0000.txt	tc0246§0001.txt
tc0246§0001.txt	tc0246§0002.txt
tc0246§0002.txt	tc0246§0003.txt
tc0246§0003.txt	tc0246§0004.txt
tc0246§0004.txt	tc0246§0005.txt
tc0246§0005.txt	tc0246§0006.txt
tc0246§0006.txt	tc0246§0007.txt
tc0246§0007.txt	tc0246§0008.txt
tc0246§0008.txt	tc0246§0009.txt
tc0246§0009.txt	tc0246§0010.txt
tc0246§0010.txt	tc0246§0011.txt
tc0246§0011.txt	tc0246§0012.txt
tc0246§0012.txt	tc0246§0013.txt
tc0246§0013.txt	tc0246§0014.txt
tc0246§0014.txt	tc0246§0015.txt
tc0248§0000.txt	tc0248§0001.txt
tc0248§0001.txt	tc0248§0002.txt
tc0248§0002.txt	tc0248§0003.txt
tc0248§0003.txt	tc0248§0004.txt
tc0248§0004.txt	tc0248§0005.txt
tc0248§0005.txt	tc0248§0006.txt
tc0248§0006.txt	tc0248§0007.txt
tc0248§0007.txt	tc0248§0008.txt
tc0248§0008.txt	tc0248§0009.txt
tc0248§0009.txt	tc0248§0010.txt
tc0248§0010.txt	tc0248§0011.txt
tc0248§0011.txt	tc0248§0012.txt
tc0248§0012.txt	tc0248§0013.txt
tc0248§0013.txt	tc0248§0014.txt
tc0249§0000.txt	tc0249§0001.txt
tc0249§0001.txt	tc0249§0002.txt
tc0249§0002.txt	tc0249§0003.txt
tc0249§0003.txt	tc0249§0004.txt
tc0249§0004.txt	tc0249§0005.txt
tc0249§0005.txt	tc0249§0006.txt
tc0249§0006.txt	tc0249§0007.txt
tc0249§0007.txt	tc0249§0008.txt
tc0249§0008.txt	tc0249§0009.txt
tc0249§0009.txt	tc0249§0010.txt
tc0249§0010.txt	tc0249§0011.txt
tc0249§0011.txt	tc0249§0012.txt
tc0249§0012.txt	tc0249§0013.txt
tc0249§0013.txt	tc0249§0014.txt
tc0249§0014.txt	tc0249§0015.txt
tc0249§0015.txt	tc0249§0016.txt
tc0252§0000.txt	tc0252§0001.txt
tc0252§0001.txt	tc0252§0002.txt
tc0252§0002.txt	tc0252§0003.txt
tc0252§0003.txt	tc0252§0004.txt
tc0252§0004.txt	tc0252§0005.txt
tc0252§0005.txt	tc0252§0006.txt
tc0252§0006.txt	tc0252§0007.txt
tc0252§0007.txt	tc0252§0008.txt
tc0252§0008.txt	tc0252§0009.txt
tc0252§0009.txt	tc0252§0010.txt
tc0252§0010.txt	tc0252§0011.txt
tc0252§0011.txt	tc0252§0012.txt
tc0252§0012.txt	tc0252§0013.txt
tc0252§0013.txt	tc0252§0014.txt
tc0252§0014.txt	tc0252§0015.txt
tc0252§0015.txt	tc0252§0016.txt
tc0252§0016.txt	tc0252§0017.txt
tc0252§0017.txt	tc0252§0018.txt
tc0252§0018.txt	tc0252§0019.txt
tc0255§0000.txt	tc0255§0001.txt
tc0255§0001.txt	tc0255§0002.txt
tc0255§0002.txt	tc0255§0003.txt
tc0255§0003.txt	tc0255§0004.txt
tc0255§0004.txt	tc0255§0005.txt
tc0255§0005.txt	tc0255§0006.txt
tc0255§0006.txt	tc0255§0007.txt
tc0255§0007.txt	tc0255§0008.txt
tc0256§0000.txt	tc0256§0001.txt
tc0256§0001.txt	tc0256§0002.txt
tc0256§0002.txt	tc0256§0003.txt
tc0256§0003.txt	tc0256§0004.txt
tc0256§0004.txt	tc0256§0005.txt
tc0256§0005.txt	tc0256§0006.txt
tc0256§0006.txt	tc0256§0007.txt
tc0256§0007.txt	tc0256§0008.txt
tc0256§0008.txt	tc0256§0009.txt
tc0256§0009.txt	tc0256§0010.txt
tc0259§0000.txt	tc0259§0001.txt
tc0259§0001.txt	tc0259§0002.txt
tc0259§0002.txt	tc0259§0003.txt
tc0259§0003.txt	tc0259§0004.txt
tc0259§0004.txt	tc0259§0005.txt
tc0259§0005.txt	tc0259§0006.txt
tc0259§0006.txt	tc0259§0007.txt
tc0259§0007.txt	tc0259§0008.txt
tc0259§0008.txt	tc0259§0009.txt
tc0259§0009.txt	tc0259§0010.txt
tc0259§0010.txt	tc0259§0011.txt
tc0259§0011.txt	tc0259§0012.txt
tc0259§0012.txt	tc0259§0013.txt
tc0259§0013.txt	tc0259§0014.txt
tc0260§0000.txt	tc0260§0001.txt
tc0260§0001.txt	tc0260§0002.txt
tc0260§0002.txt	tc0260§0003.txt
tc0260§0003.txt	tc0260§0004.txt
tc0260§0004.txt	tc0260§0005.txt
tc0260§0005.txt	tc0260§0006.txt
tc0260§0006.txt	tc0260§0007.txt
tc0260§0007.txt	tc0260§0008.txt
tc0260§0008.txt	tc0260§0009.txt
tc0260§0009.txt	tc0260§0010.txt
tc0260§0010.txt	tc0260§0011.txt
tc0260§0011.txt	tc0260§0012.txt
tc0260§0012.txt	tc0260§0013.txt
tc0260§0013.txt	tc0260§0014.txt
tc0260§0014.txt	tc0260§0015.txt
tc0260§0015.txt	tc0260§0016.txt
tc0260§0016.txt	tc0260§0017.txt
tc0260§0017.txt	tc0260§0018.txt
tc0260§0018.txt	tc0260§0019.txt
tc0260§0019.txt	tc0260§0020.txt
tc0260§0020.txt	tc0260§0021.txt
tc0260§0021.txt	tc0260§0022.txt
tc0260§0022.txt	tc0260§0023.txt
tc0260§0023.txt	tc0260§0024.txt
tc0260§0024.txt	tc0260§0025.txt
tc0260§0025.txt	tc0260§0026.txt
tc0260§0026.txt	tc0260§0027.txt
tc0262§0000.txt	tc0262§0001.txt
tc0262§0001.txt	tc0262§0002.txt
tc0262§0002.txt	tc0262§0003.txt
tc0262§0003.txt	tc0262§0004.txt
tc0262§0004.txt	tc0262§0005.txt
tc0262§0005.txt	tc0262§0006.txt
tc0262§0006.txt	tc0262§0007.txt
tc0262§0007.txt	tc0262§0008.txt
tc0262§0008.txt	tc0262§0009.txt
tc0262§0009.txt	tc0262§0010.txt
tc0262§0010.txt	tc0262§0011.txt
tc0262§0011.txt	tc0262§0012.txt
tc0262§0012.txt	tc0262§0013.txt
tc0262§0013.txt	tc0262§0014.txt
tc0262§0014.txt	tc0262§0015.txt
tc0262§0015.txt	tc0262§0016.txt
tc0262§0016.txt	tc0262§0017.txt
tc0265§0000.txt	tc0265§0001.txt
tc0265§0001.txt	tc0265§0002.txt
tc0265§0002.txt	tc0265§0003.txt
tc0265§0003.txt	tc0265§0004.txt
tc0265§0004.txt	tc0265§0005.txt
tc0265§0005.txt	tc0265§0006.txt
tc0265§0006.txt	tc0265§0007.txt
tc0265§0007.txt	tc0265§0008.txt
tc0265§0008.txt	tc0265§0009.txt
tc0265§0009.txt	tc0265§0010.txt
tc0265§0010.txt	tc0265§0011.txt
tc0265§0011.txt	tc0265§0012.txt
tc0265§0012.txt	tc0265§0013.txt
tc0265§0013.txt	tc0265§0014.txt
tc0265§0014.txt	tc0265§0015.txt
tc0265§0015.txt	tc0265§0016.txt
tc0266§0000.txt	tc0266§0001.txt
tc0266§0001.txt	tc0266§0002.txt
tc0266§0002.txt	tc0266§0003.txt
tc0266§0003.txt	tc0266§0004.txt
tc0266§0004.txt	tc0266§0005.txt
tc0266§0005.txt	tc0266§0006.txt
tc0266§0006.txt	tc0266§0007.txt
tc0266§0007.txt	tc0266§0008.txt
tc0266§0008.txt	tc0266§0009.txt
tc0266§0009.txt	tc0266§0010.txt
tc0266§0010.txt	tc0266§0011.txt
tc0266§0011.txt	tc0266§0012.txt
tc0266§0012.txt	tc0266§0013.txt
tc0266§0013.txt	tc0266§0014.txt
tc0266§0014.txt	tc0266§0015.txt
tc0266§0015.txt	tc0266§0016.txt
tc0266§0016.txt	tc0266§0017.txt
tc0266§0017.txt	tc0266§0018.txt
tc0266§0018.txt	tc0266§0019.txt
tc0270§0000.txt	tc0270§0001.txt
tc0270§0001.txt	tc0270§0002.txt
tc0270§0002.txt	tc0270§0003.txt
tc0270§0003.txt	tc0270§0004.txt
tc0270§0004.txt	tc0270§0005.txt
tc0270§0005.txt	tc0270§0006.txt
tc0270§0006.txt	tc0270§0007.txt
tc0270§0007.txt	tc0270§0008.txt
tc0270§0008.txt	tc0270§0009.txt
tc0270§0009.txt	tc0270§0010.txt
tc0270§0010.txt	tc0270§0011.txt
tc0270§0011.txt	tc0270§0012.txt
tc0270§0012.txt	tc0270§0013.txt
tc0270§0013.txt	tc0270§0014.txt
tc0270§0014.txt	tc0270§0015.txt
tc0270§0015.txt	tc0270§0016.txt
tc0278§0000.txt	tc0278§0001.txt
tc0278§0001.txt	tc0278§0002.txt
tc0278§0002.txt	tc0278§0003.txt
tc0278§0003.txt	tc0278§0004.txt
tc0278§0004.txt	tc0278§0005.txt
tc0278§0005.txt	tc0278§0006.txt
tc0278§0006.txt	tc0278§0007.txt
tc0278§0007.txt	tc0278§0008.txt
tc0278§0008.txt	tc0278§0009.txt
tc0278§0009.txt	tc0278§0010.txt
tc0278§0010.txt	tc0278§0011.txt
tc0278§0011.txt	tc0278§0012.txt
tc0278§0012.txt	tc0278§0013.txt
tc0278§0013.txt	tc0278§0014.txt
tc0278§0014.txt	tc0278§0015.txt
tc0280§0000.txt	tc0280§0001.txt
tc0280§0001.txt	tc0280§0002.txt
tc0280§0002.txt	tc0280§0003.txt
tc0280§0003.txt	tc0280§0004.txt
tc0280§0004.txt	tc0280§0005.txt
tc0280§0005.txt	tc0280§0006.txt
tc0280§0006.txt	tc0280§0007.txt
tc0280§0007.txt	tc0280§0008.txt
tc0280§0008.txt	tc0280§0009.txt
tc0280§0009.txt	tc0280§0010.txt
tc0280§0010.txt	tc0280§0011.txt
tc0281§0000.txt	tc0281§0001.txt
tc0281§0001.txt	tc0281§0002.txt
tc0281§0002.txt	tc0281§0003.txt
tc0281§0003.txt	tc0281§0004.txt
tc0281§0004.txt	tc0281§0005.txt
tc0281§0005.txt	tc0281§0006.txt
tc0281§0006.txt	tc0281§0007.txt
tc0281§0007.txt	tc0281§0008.txt
tc0281§0008.txt	tc0281§0009.txt
tc0281§0009.txt	tc0281§0010.txt
tc0281§0010.txt	tc0281§0011.txt
tc0281§0011.txt	tc0281§0012.txt
tc0281§0012.txt	tc0281§0013.txt
tc0281§0013.txt	tc0281§0014.txt
tc0281§0014.txt	tc0281§0015.txt
tc0281§0015.txt	tc0281§0016.txt
tc0281§0016.txt	tc0281§0017.txt
tc0282§0000.txt	tc0282§0001.txt
tc0282§0001.txt	tc0282§0002.txt
tc0282§0002.txt	tc0282§0003.txt
tc0282§0003.txt	tc0282§0004.txt
tc0282§0004.txt	tc0282§0005.txt
tc0282§0005.txt	tc0282§0006.txt
tc0282§0006.txt	tc0282§0007.txt
tc0282§0007.txt	tc0282§0008.txt
tc0282§0008.txt	tc0282§0009.txt
tc0287§0000.txt	tc0287§0001.txt
tc0287§0001.txt	tc0287§0002.txt
tc0287§0002.txt	tc0287§0003.txt
tc0287§0003.txt	tc0287§0004.txt
tc0287§0004.txt	tc0287§0005.txt
tc0287§0005.txt	tc0287§0006.txt
tc0287§0006.txt	tc0287§0007.txt
tc0290§0000.txt	tc0290§0001.txt
tc0290§0001.txt	tc0290§0002.txt
tc0290§0002.txt	tc0290§0003.txt
tc0290§0003.txt	tc0290§0004.txt
tc0290§0004.txt	tc0290§0005.txt
tc0290§0005.txt	tc0290§0006.txt
tc0290§0006.txt	tc0290§0007.txt
tc0295§0000.txt	tc0295§0001.txt
tc0295§0001.txt	tc0295§0002.txt
tc0295§0002.txt	tc0295§0003.txt
tc0295§0003.txt	tc0295§0004.txt
tc0295§0004.txt	tc0295§0005.txt
tc0295§0005.txt	tc0295§0006.txt
tc0295§0006.txt	tc0295§0007.txt
tc0295§0007.txt	tc0295§0008.txt
tc0295§0008.txt	tc0295§0009.txt
tc0295§0009.txt	tc0295§0010.txt
tc0295§0010.txt	tc0295§0011.txt
tc0295§0011.txt	tc0295§0012.txt
tc0295§0012.txt	tc0295§0013.txt
tc0295§0013.txt	tc0295§0014.txt
tc0295§0014.txt	tc0295§0015.txt
tc0295§0015.txt	tc0295§0016.txt
tc0299§0000.txt	tc0299§0001.txt
tc0299§0001.txt	tc0299§0002.txt
tc0299§0002.txt	tc0299§0003.txt
tc0299§0003.txt	tc0299§0004.txt
tc0299§0004.txt	tc0299§0005.txt
tc0299§0005.txt	tc0299§0006.txt
tc0299§0006.txt	tc0299§0007.txt
tc0299§0007.txt	tc0299§0008.txt
tc0299§0008.txt	tc0299§0009.txt
tc0304§0000.txt	tc0304§0001.txt
tc0304§0001.txt	tc0304§0002.txt
tc0304§0002.txt	tc0304§0003.txt
tc0304§0003.txt	tc0304§0004.txt
tc0304§0004.txt	tc0304§0005.txt
tc0304§0005.txt	tc0304§0006.txt
tc0304§0006.txt	tc0304§0007.txt
tc0306§0000.txt	tc0306§0001.txt
tc0306§0001.txt	tc0306§0002.txt
tc0306§0002.txt	tc0306§0003.txt
tc0306§0003.txt	tc0306§0004.txt
tc0306§0004.txt	tc0306§0005.txt
tc0306§0005.txt	tc0306§0006.txt
tc0306§0006.txt	tc0306§0007.txt
tc0306§0007.txt	tc0306§0008.txt
tc0306§0008.txt	tc0306§0009.txt
tc0306§0009.txt	tc0306§0010.txt
tc0306§0010.txt	tc0306§0011.txt
tc0306§0011.txt	tc0306§0012.txt
tc0306§0012.txt	tc0306§0013.txt
tc0306§0013.txt	tc0306§0014.txt
tc0306§0014.txt	tc0306§0015.txt
tc0306§0015.txt	tc0306§0016.txt
tc0306§0016.txt	tc0306§0017.txt
tc0307§0000.txt	tc0307§0001.txt
tc0307§0001.txt	tc0307§0002.txt
tc0307§0002.txt	tc0307§0003.txt
tc0307§0003.txt	tc0307§0004.txt
tc0307§0004.txt	tc0307§0005.txt
tc0307§0005.txt	tc0307§0006.txt
tc0307§0006.txt	tc0307§0007.txt
tc0307§0007.txt	tc0307§0008.txt
tc0307§0008.txt	tc0307§0009.txt
tc0307§0009.txt	tc0307§0010.txt
tc0307§0010.txt	tc0307§0011.txt
tc0307§0011.txt	tc0307§0012.txt
tc0307§0012.txt	tc0307§0013.txt
tc0307§0013.txt	tc0307§0014.txt
tc0307§0014.txt	tc0307§0015.txt
tc0307§0015.txt	tc0307§0016.txt
tc0313§0000.txt	tc0313§0001.txt
tc0313§0001.txt	tc0313§0002.txt
tc0313§0002.txt	tc0313§0003.txt
tc0313§0003.txt	tc0313§0004.txt
tc0313§0004.txt	tc0313§0005.txt
tc0313§0005.txt	tc0313§0006.txt
tc0313§0006.txt	tc0313§0007.txt
tc0313§0007.txt	tc0313§0008.txt
tc0313§0008.txt	tc0313§0009.txt
tc0313§0009.txt	tc0313§0010.txt
tc0313§0010.txt	tc0313§0011.txt
tc0313§0011.txt	tc0313§0012.txt
tc0316§0000.txt	tc0316§0001.txt
tc0316§0001.txt	tc0316§0002.txt
tc0316§0002.txt	tc0316§0003.txt
tc0316§0003.txt	tc0316§0004.txt
tc0316§0004.txt	tc0316§0005.txt
tc0316§0005.txt	tc0316§0006.txt
tc0316§0006.txt	tc0316§0007.txt
tc0316§0007.txt	tc0316§0008.txt
tc0316§0008.txt	tc0316§0009.txt
tc0316§0009.txt	tc0316§0010.txt
tc0316§0010.txt	tc0316§0011.txt
tc0316§0011.txt	tc0316§0012.txt
tc0316§0012.txt	tc0316§0013.txt
tc0316§0013.txt	tc0316§0014.txt
tc0317§0000.txt	tc0317§0001.txt
tc0317§0001.txt	tc0317§0002.txt
tc0317§0002.txt	tc0317§0003.txt
tc0317§0003.txt	tc0317§0004.txt
tc0317§0004.txt	tc0317§0005.txt
tc0317§0005.txt	tc0317§0006.txt
tc0317§0006.txt	tc0317§0007.txt
tc0317§0007.txt	tc0317§0008.txt
tc0317§0008.txt	tc0317§0009.txt
tc0317§0009.txt	tc0317§0010.txt
tc0317§0010.txt	tc0317§0011.txt
tc0317§0011.txt	tc0317§0012.txt
tc0317§0012.txt	tc0317§0013.txt
tc0317§0013.txt	tc0317§0014.txt
tc0318§0000.txt	tc0318§0001.txt
tc0318§0001.txt	tc0318§0002.txt
tc0318§0002.txt	tc0318§0003.txt
tc0318§0003.txt	tc0318§0004.txt
tc0318§0004.txt	tc0318§0005.txt
